[2025-08-10 23:04:40] [INFO] Exfiltration Logger started at 08/10/2025 23:04:40
[2025-08-10 23:04:40] [INFO] Log file: C:\ProgramData\CustomSecurityLogs\CUSTOM_LOGGERS\Exfiltration_20250810_230440.log
[2025-08-10 23:04:40] [INFO] PowerShell Version: 5.1.26100.4652
[2025-08-10 23:04:40] [INFO] OS: Microsoft Windows 11 Home Single Language
[2025-08-10 23:04:40] [INFO] OT Environment Detection Enabled
[2025-08-10 23:04:40] [INFO] Sysmon service detected and running: Sysmon
[2025-08-10 23:04:40] [INFO] Starting exfiltration monitoring loop...
[2025-08-10 23:05:15] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\backgroundTaskHost.exe | PID: 46988 | TargetFile: C:\Users\Swaraj\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\TempState\FBHubApp_20250810T230423_60be902a-ec9b-470c-9863-584613d2fdf9.log | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\wermgr.exe | PID: 8968 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\16381180-4c01-4aee-88cb-871237cabc85 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\bd840310-4553-4d5f-822d-aa05bf552636 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c44b1308-d9e7-4499-93bb-56256f4e3d7f | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\02148413-8ed8-48b0-a8a3-9d414d435c4e | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\9d3a5433-3317-4435-ac1c-9feae70b5585 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\WER.dfe78948-21b9-4651-b627-89b6e3a6a89c.tmp.etl | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\WER.dfe78948-21b9-4651-b627-89b6e3a6a89c.tmp.etl | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\ce633c01-d19d-4c7d-bb4f-fe09450469d9 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\WER.bcd2c64e-b2e0-4b0e-bd4e-aa8071c89ef5.tmp.etl | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\WER.bcd2c64e-b2e0-4b0e-bd4e-aa8071c89ef5.tmp.etl | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\17eb0d6b-78cc-4345-b23d-18115a8da130 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\2ebb04d8-16ff-425c-a800-0e4e0aa5725a | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c27b152f-ec6f-4487-a28f-26d1d5ac1cc4.tmp.xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\WER.41c71ea5-1405-46c9-85cf-99fcf97fdc28.tmp.txt | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f5f91785-6400-4446-b9e8-7b6991c8161f.tmp.csv | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\WER.177c28f3-ce83-4904-80f8-39f9de896b17.tmp.etl | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4125bc03-04ee-48d2-a4a2-663af5d522bb.tmp.etl | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c8d74f71-e1d0-4345-a2a4-8d9d0fdb7436\e358fa44-b9c7-4630-abda-78f1df05c708 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 4204 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c8d74f71-e1d0-4345-a2a4-8d9d0fdb7436\GuestTrace_ | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c8d74f71-e1d0-4345-a2a4-8d9d0fdb7436\WPR_initiated_DiagTrackMiniLogger_WPR System Collector.buf.etl | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c8d74f71-e1d0-4345-a2a4-8d9d0fdb7436\WPR_initiated_DiagTrackMiniLogger_WPR System Collector.buf.etl | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c8d74f71-e1d0-4345-a2a4-8d9d0fdb7436\4559f0ae-d5ed-4b13-9459-34ce9e0ec679 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c8d74f71-e1d0-4345-a2a4-8d9d0fdb7436\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20250808_1_EC_0.buf.etl | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c8d74f71-e1d0-4345-a2a4-8d9d0fdb7436\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20250808_1_EC_0.buf.etl | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c8d74f71-e1d0-4345-a2a4-8d9d0fdb7436\0d1d7cae-0072-4ef0-a5ba-c10121c1bf7b | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c8d74f71-e1d0-4345-a2a4-8d9d0fdb7436\2d61c7d3-02b5-491b-b782-446d3c730c3e | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\482e6772-06c2-4711-8bc4-cebfc10c43e3 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:52] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 55272 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\052e2a3a-e6fc-48b7-89b9-208629b18a28 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:53] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\c8d74f71-e1d0-4345-a2a4-8d9d0fdb7436 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:53] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f426f845-c805-4448-9dee-ba1525a73017.tmp.WERInternalMetadata.xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:53] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\d55c46bf-2cf4-44d3-96fa-16bad37d11c0 | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:53] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\ProgramData\Microsoft\Windows\WER\Temp\3d61b9e9-9f3d-48cc-b51e-e09c5519146c | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:53] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\System32\svchost.exe | PID: 19372 | TargetFile: C:\Windows\Temp\FailureReportMetadata_27653.txt | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:09:56] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 50924 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:10:29] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (306).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:10:29] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (305).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:10:32] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 50924 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:12:48] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (308).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:12:48] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\Explorer.EXE | PID: 40404 | TargetFile: C:\Users\Swaraj\AppData\Local\Temp\xml_file (307).xml | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:13:25] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 24888 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:16:16] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 50484 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:19:06] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 49408 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:22:00] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 56388 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:22:35] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 56388 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:27:08] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 23748 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:29:58] [INFO] DNS query to cloud service domain | EventID: 22 | Process: <unknown process> | PID: 49192 | Technique: T1567 - Exfiltration Over Web Service | Additional: QueryName:github.com|Domain:github.com
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe | PID: 9908 | TargetFile: C:\Windows\Temp\DESKTOP-IGL4I7C-20250810-2331.log | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe | PID: 9908 | TargetFile: C:\Windows\Temp\DESKTOP-IGL4I7C-20250810-2331.log | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe | PID: 9908 | TargetFile: C:\Windows\Temp\{8EB8D704-F850-4BF1-9D9E-BE7DF202A2C2} - OProcSessId.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d070000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d070000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d070000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d060000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d060000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d060000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d050000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d050000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d050000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d040000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d040000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d040000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d030000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d030000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d030000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d020000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d020000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d020000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d010000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d010000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d010000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d000000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d000000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIdsa0000d000000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0f0000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0f0000000201a8.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0f0000000200ff.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0e0000000201b5.dat | Technique: T1020 - Automated Exfiltration
[2025-08-10 23:32:12] [INFO] OT file moved to potential staging location | EventID: 11 | Process: C:\WINDOWS\system32\svchost.exe | PID: 48504 | TargetFile: C:\Users\Swaraj\AppData\Local\Comms\Unistore\data\temp\TempIds90000d0e0000000201a8.dat | Technique: T1020 - Automated Exfiltration
